Resume ID,Skills,Years of Experience,Education,Certifications,Projects,Job Role
152,"Kubernetes, Linux, Docker, Azure, Terraform",9,B.Tech CSE,"Microsoft Azure Fundamentals, Oracle SQL Expert, Google Data Analytics","Serverless Architecture, Multi-cloud Deployment",Cloud Engineer
153,"Backup and Recovery, MySQL, Data Modeling, Security, NoSQL",5,B.E. Information Technology,TensorFlow Developer Certificate,Inventory DB Design,Database Administrator
154,"Terraform, Kubernetes, Azure, Linux, Docker, AWS, Cloud Security, Google Cloud",10,B.E. Information Technology,"Microsoft Azure Fundamentals, Google Data Analytics, React Certification","Cloud Cost Optimization, Multi-cloud Deployment",Cloud Engineer
155,"Algorithms, Java, SQL, System Design, Python, Data Structures",4,M.Tech IT,AWS Certified Solutions Architect,E-commerce Backend,Software Engineer
156,"Oracle, Data Modeling, Security, MySQL, Database Tuning",5,B.Tech CSE,"Scrum Master, AWS Certified Solutions Architect, DevOps Foundation",Inventory DB Design,Database Administrator
157,"Pandas, Python, R, Data Visualization, Scikit-learn, Machine Learning, Statistics, SQL",8,B.Sc Computer Science,"React Certification, TensorFlow Developer Certificate","Customer Segmentation, Sales Forecasting",Data Scientist
158,"SQL, Stakeholder Communication, Data Analysis, Excel, Power BI, Requirement Gathering, Tableau",4,B.Tech CSE,"Tableau Desktop Specialist, Oracle SQL Expert, Scrum Master","Market Research Analysis, Sales Dashboard",Business Analyst
159,"AWS, Terraform, Kubernetes, Azure, Cloud Security, Docker, Linux",0,B.Tech CSE,"Scrum Master, Microsoft Azure Fundamentals, TensorFlow Developer Certificate",Multi-cloud Deployment,Cloud Engineer
160,"SQL, R, Python, Scikit-learn, Machine Learning, Statistics",7,MCA,Google Data Analytics,Customer Segmentation,Data Scientist
161,"Java, UI/UX Design, iOS, Android, Flutter",5,B.E. Information Technology,Scrum Master,ToDo App,Mobile App Developer
162,"System Design, Algorithms, SQL, C++, Data Structures, Git",0,MCA,Tableau Desktop Specialist,"Library Management System, E-commerce Backend",Software Engineer
163,"SQL, Oracle, Security, Backup and Recovery, Database Tuning, NoSQL, MySQL",6,B.Tech CSE,"Google Data Analytics, Scrum Master, TensorFlow Developer Certificate","Database Optimization, Data Backup System",Database Administrator
164,"SQL, UML, Data Analysis, Power BI, Excel, Stakeholder Communication, Tableau, Requirement Gathering",10,B.Sc Computer Science,Oracle SQL Expert,Sales Dashboard,Business Analyst
165,"Oracle, MySQL, Backup and Recovery, Data Modeling, Database Tuning, NoSQL, SQL, Security",9,B.Tech CSE,"Google Data Analytics, Scrum Master",Data Backup System,Database Administrator
166,"CI/CD, Terraform, Kubernetes, Monitoring Tools, Linux, Ansible, Docker",1,B.Tech CSE,"Microsoft Azure Fundamentals, TensorFlow Developer Certificate, Scrum Master",CI/CD Pipeline Setup,DevOps Engineer
167,"Java, UI/UX Design, Android, Swift, Kotlin, React Native, Flutter, iOS",4,M.Tech IT,Oracle SQL Expert,"Fitness Tracker, Chat Application",Mobile App Developer
168,"MongoDB, Responsive Design, React, Node.js, HTML, CSS, JavaScript",0,MCA,"AWS Certified Solutions Architect, Google Data Analytics",Blog CMS,Web Developer
169,"Algorithms, Git, Python, SQL, C++",7,B.Sc Computer Science,"Scrum Master, TensorFlow Developer Certificate",REST API Development,Software Engineer
170,"Azure, Kubernetes, Google Cloud, Docker, Cloud Security",0,MCA,Microsoft Azure Fundamentals,"Serverless Architecture, Cloud Cost Optimization",Cloud Engineer
171,"iOS, Swift, Android, Java, Kotlin, Flutter",0,B.Tech CSE,"TensorFlow Developer Certificate, AWS Certified Solutions Architect, React Certification",Chat Application,Mobile App Developer
172,"Terraform, Docker, Kubernetes, CI/CD, Monitoring Tools, Ansible, AWS",5,M.Tech IT,"Microsoft Azure Fundamentals, Oracle SQL Expert","Kubernetes Cluster Deployment, CI/CD Pipeline Setup",DevOps Engineer
173,"Python, Statistics, Scikit-learn, SQL, R, Machine Learning, Pandas",5,B.Tech CSE,"Oracle SQL Expert, Google Data Analytics",Customer Segmentation,Data Scientist
174,"MySQL, Security, Database Tuning, SQL, Backup and Recovery, NoSQL, Oracle",9,B.Sc Computer Science,"DevOps Foundation, Oracle SQL Expert, React Certification",Database Optimization,Database Administrator
175,"Risk Assessment, Firewalls, SIEM, Network Security, Incident Response, Python",1,M.Tech IT,Tableau Desktop Specialist,Vulnerability Assessment,Cybersecurity Analyst
176,"Kubernetes, AWS, Docker, Terraform, Azure, Cloud Security, Google Cloud, Linux",9,MCA,Tableau Desktop Specialist,Multi-cloud Deployment,Cloud Engineer
177,"Machine Learning, Computer Vision, PyTorch, Deep Learning, TensorFlow",2,B.Tech CSE,Scrum Master,Chatbot Development,AI/ML Engineer
178,"Git, SQL, Java, Data Structures, Algorithms, System Design",3,B.Sc Computer Science,"Oracle SQL Expert, TensorFlow Developer Certificate","E-commerce Backend, Library Management System",Software Engineer
179,"UML, SQL, Excel, Stakeholder Communication, Data Analysis, Requirement Gathering, Power BI, Tableau",1,B.Sc Computer Science,"Certified Ethical Hacker, Microsoft Azure Fundamentals","Product Requirement Doc, Market Research Analysis",Business Analyst
180,"Data Analysis, Excel, Stakeholder Communication, Tableau, Requirement Gathering",4,M.Tech IT,"Oracle SQL Expert, Certified Ethical Hacker, React Certification","Product Requirement Doc, Market Research Analysis",Business Analyst
181,"Deep Learning, Machine Learning, PyTorch, Computer Vision, Python, Data Preprocessing, TensorFlow",1,B.E. Information Technology,"Google Data Analytics, AWS Certified Solutions Architect, React Certification",Image Classification,AI/ML Engineer
182,"TensorFlow, Machine Learning, Python, NLP, Computer Vision, Deep Learning, PyTorch, Data Preprocessing",6,M.Tech IT,"Google Data Analytics, TensorFlow Developer Certificate",Object Detection System,AI/ML Engineer
183,"SIEM, Incident Response, Python, Cryptography, Network Security",4,B.Sc Computer Science,"AWS Certified Solutions Architect, Oracle SQL Expert","Vulnerability Assessment, Firewall Configuration",Cybersecurity Analyst
184,"Linux, Azure, AWS, Google Cloud, Docker",2,B.Tech CSE,"DevOps Foundation, TensorFlow Developer Certificate",Cloud Cost Optimization,Cloud Engineer
185,"Risk Assessment, Incident Response, Network Security, SIEM, Python, Penetration Testing, Firewalls, Cryptography",3,MCA,Microsoft Azure Fundamentals,Vulnerability Assessment,Cybersecurity Analyst
186,"AWS, CI/CD, Terraform, Docker, Kubernetes, Linux, Ansible",10,B.E. Information Technology,TensorFlow Developer Certificate,"Kubernetes Cluster Deployment, Infrastructure Automation",DevOps Engineer
187,"Backup and Recovery, NoSQL, Data Modeling, Security, SQL, MySQL",2,M.Tech IT,AWS Certified Solutions Architect,Inventory DB Design,Database Administrator
188,"iOS, Kotlin, Android, UI/UX Design, React Native, Swift, Java, Flutter",3,B.Sc Computer Science,AWS Certified Solutions Architect,"Chat Application, Fitness Tracker",Mobile App Developer
189,"C++, Java, Git, System Design, Algorithms",4,B.Tech CSE,"DevOps Foundation, Tableau Desktop Specialist","E-commerce Backend, Library Management System",Software Engineer
190,"Incident Response, Cryptography, SIEM, Risk Assessment, Penetration Testing, Network Security, Python, Firewalls",4,MCA,Scrum Master,Firewall Configuration,Cybersecurity Analyst
191,"Express, MongoDB, React, HTML, CSS, Node.js",7,MCA,"React Certification, TensorFlow Developer Certificate","Portfolio Website, Blog CMS",Web Developer
192,"Git, Data Structures, Java, Algorithms, System Design, Python, C++",8,MCA,"Certified Ethical Hacker, Scrum Master","Library Management System, REST API Development",Software Engineer
193,"Google Cloud, Docker, Cloud Security, Terraform, AWS",9,M.Tech IT,Oracle SQL Expert,"Multi-cloud Deployment, Cloud Cost Optimization",Cloud Engineer
194,"HTML, MongoDB, Express, Responsive Design, React, Node.js, JavaScript",5,M.Tech IT,"Tableau Desktop Specialist, Google Data Analytics, Certified Ethical Hacker",Blog CMS,Web Developer
195,"SQL, Java, System Design, Python, Algorithms, Data Structures, C++, Git",8,MCA,"Tableau Desktop Specialist, Microsoft Azure Fundamentals",Library Management System,Software Engineer
196,"iOS, UI/UX Design, Kotlin, Android, Java, React Native, Flutter, Swift",2,B.Tech CSE,"Google Data Analytics, DevOps Foundation, AWS Certified Solutions Architect",Fitness Tracker,Mobile App Developer
197,"SIEM, Cryptography, Risk Assessment, Firewalls, Penetration Testing, Python, Network Security, Incident Response",9,B.Tech CSE,"Scrum Master, DevOps Foundation",Firewall Configuration,Cybersecurity Analyst
198,"Kubernetes, Azure, Terraform, Docker, AWS",6,B.Sc Computer Science,"React Certification, DevOps Foundation",Cloud Cost Optimization,Cloud Engineer
199,"Data Analysis, SQL, Tableau, Requirement Gathering, Power BI, Excel",10,M.Tech IT,DevOps Foundation,"Product Requirement Doc, Sales Dashboard",Business Analyst
200,"Kubernetes, Terraform, Monitoring Tools, Docker, AWS, Ansible, CI/CD, Linux",3,B.E. Information Technology,"Certified Ethical Hacker, DevOps Foundation, Google Data Analytics",CI/CD Pipeline Setup,DevOps Engineer
201,"Java, UI/UX Design, React Native, Flutter, Android, iOS",8,B.E. Information Technology,"AWS Certified Solutions Architect, React Certification, DevOps Foundation",ToDo App,Mobile App Developer
202,"R, Machine Learning, Python, Data Visualization, SQL, Pandas, Statistics, Scikit-learn",6,B.E. Information Technology,"Scrum Master, Certified Ethical Hacker, Google Data Analytics",Sales Forecasting,Data Scientist
203,"Data Structures, Algorithms, SQL, C++, System Design",9,MCA,"Scrum Master, TensorFlow Developer Certificate, Oracle SQL Expert","Library Management System, REST API Development",Software Engineer
204,"SQL, Requirement Gathering, Data Analysis, UML, Power BI",10,MCA,"DevOps Foundation, Oracle SQL Expert, AWS Certified Solutions Architect","Product Requirement Doc, Sales Dashboard",Business Analyst
205,"HTML, MongoDB, JavaScript, CSS, Responsive Design, Express, React",9,M.Tech IT,"Certified Ethical Hacker, AWS Certified Solutions Architect",Portfolio Website,Web Developer
206,"Oracle, Data Modeling, Backup and Recovery, MySQL, Security, Database Tuning, NoSQL",5,MCA,"Oracle SQL Expert, Scrum Master, Tableau Desktop Specialist","Database Optimization, Inventory DB Design",Database Administrator
207,"Python, NLP, TensorFlow, Deep Learning, PyTorch, Data Preprocessing",0,M.Tech IT,Certified Ethical Hacker,Chatbot Development,AI/ML Engineer
208,"R, SQL, Pandas, Machine Learning, Scikit-learn, Data Visualization, Python, Statistics",4,MCA,"AWS Certified Solutions Architect, DevOps Foundation","Customer Segmentation, Sentiment Analysis",Data Scientist
209,"Machine Learning, Computer Vision, Deep Learning, NLP, PyTorch, TensorFlow, Python, Data Preprocessing",4,M.Tech IT,"Tableau Desktop Specialist, Oracle SQL Expert",Image Classification,AI/ML Engineer
210,"Monitoring Tools, Linux, Docker, Kubernetes, AWS, CI/CD, Terraform",1,M.Tech IT,"Scrum Master, Microsoft Azure Fundamentals, Google Data Analytics","Infrastructure Automation, Kubernetes Cluster Deployment",DevOps Engineer
211,"Linux, Azure, Google Cloud, Kubernetes, Cloud Security, Terraform, Docker",3,B.Sc Computer Science,"React Certification, Tableau Desktop Specialist",Multi-cloud Deployment,Cloud Engineer
212,"SQL, Data Analysis, Excel, Power BI, Stakeholder Communication, Requirement Gathering, Tableau, UML",2,MCA,Google Data Analytics,"Sales Dashboard, Market Research Analysis",Business Analyst
213,"Tableau, Excel, Data Analysis, Stakeholder Communication, Requirement Gathering, UML",2,MCA,Certified Ethical Hacker,Market Research Analysis,Business Analyst
214,"Power BI, Excel, Tableau, UML, SQL",7,B.E. Information Technology,"Oracle SQL Expert, AWS Certified Solutions Architect, Microsoft Azure Fundamentals","Product Requirement Doc, Market Research Analysis",Business Analyst
215,"Kotlin, Java, React Native, Android, Flutter",6,B.Sc Computer Science,"Microsoft Azure Fundamentals, Oracle SQL Expert",Chat Application,Mobile App Developer
216,"R, Python, Data Visualization, Statistics, Scikit-learn, SQL",3,B.E. Information Technology,"DevOps Foundation, Tableau Desktop Specialist","Customer Segmentation, Sales Forecasting",Data Scientist
217,"PyTorch, TensorFlow, NLP, Computer Vision, Data Preprocessing",5,B.Sc Computer Science,"Tableau Desktop Specialist, React Certification","Chatbot Development, Image Classification",AI/ML Engineer
218,"SQL, Requirement Gathering, Power BI, UML, Excel",1,B.Tech CSE,"React Certification, Certified Ethical Hacker","Sales Dashboard, Product Requirement Doc",Business Analyst
219,"React, Express, JavaScript, Responsive Design, MongoDB, CSS, HTML",10,M.Tech IT,"Tableau Desktop Specialist, Certified Ethical Hacker, Oracle SQL Expert","Blog CMS, E-commerce Frontend",Web Developer
220,"Python, Scikit-learn, SQL, Machine Learning, Pandas, Statistics, R",1,M.Tech IT,Oracle SQL Expert,"Sentiment Analysis, Customer Segmentation",Data Scientist
221,"Scikit-learn, Machine Learning, R, Statistics, Data Visualization, Python",2,MCA,Scrum Master,"Sales Forecasting, Sentiment Analysis",Data Scientist
222,"Kubernetes, Linux, Docker, AWS, Azure, Google Cloud, Cloud Security",6,M.Tech IT,"Oracle SQL Expert, TensorFlow Developer Certificate",Multi-cloud Deployment,Cloud Engineer
223,"Data Modeling, Database Tuning, MySQL, NoSQL, SQL, Backup and Recovery",7,B.E. Information Technology,"DevOps Foundation, Google Data Analytics, Tableau Desktop Specialist",Inventory DB Design,Database Administrator
224,"Kubernetes, Docker, Linux, CI/CD, AWS, Ansible",7,M.Tech IT,AWS Certified Solutions Architect,CI/CD Pipeline Setup,DevOps Engineer
225,"Cloud Security, AWS, Google Cloud, Azure, Terraform, Linux, Kubernetes, Docker",1,MCA,"AWS Certified Solutions Architect, Oracle SQL Expert",Serverless Architecture,Cloud Engineer
226,"SQL, Python, Scikit-learn, Statistics, Data Visualization, R, Pandas",5,M.Tech IT,"AWS Certified Solutions Architect, TensorFlow Developer Certificate",Sentiment Analysis,Data Scientist
227,"Kotlin, Java, iOS, React Native, Swift, Android",10,MCA,"Scrum Master, DevOps Foundation, AWS Certified Solutions Architect","Fitness Tracker, ToDo App",Mobile App Developer
228,"Database Tuning, SQL, Oracle, Backup and Recovery, NoSQL, Data Modeling, MySQL",0,M.Tech IT,"Google Data Analytics, Tableau Desktop Specialist",Inventory DB Design,Database Administrator
229,"Ansible, Terraform, Linux, Kubernetes, Monitoring Tools, Docker, AWS",1,B.Tech CSE,TensorFlow Developer Certificate,Infrastructure Automation,DevOps Engineer
230,"Android, Java, Flutter, Swift, UI/UX Design, iOS",6,B.Tech CSE,"DevOps Foundation, Oracle SQL Expert, Tableau Desktop Specialist","Chat Application, Fitness Tracker",Mobile App Developer
231,"React, MongoDB, HTML, CSS, Node.js, JavaScript, Express, Responsive Design",1,B.Tech CSE,"React Certification, Tableau Desktop Specialist, DevOps Foundation","E-commerce Frontend, Blog CMS",Web Developer
232,"CSS, React, Node.js, Express, HTML, Responsive Design, MongoDB, JavaScript",7,B.Tech CSE,"DevOps Foundation, Certified Ethical Hacker, AWS Certified Solutions Architect","Blog CMS, Portfolio Website",Web Developer
233,"Machine Learning, Data Visualization, Python, SQL, R, Scikit-learn, Statistics",10,B.Sc Computer Science,"AWS Certified Solutions Architect, Google Data Analytics, Tableau Desktop Specialist",Sales Forecasting,Data Scientist
234,"Statistics, R, SQL, Machine Learning, Data Visualization, Scikit-learn, Python",0,B.Sc Computer Science,"Google Data Analytics, TensorFlow Developer Certificate, AWS Certified Solutions Architect","Customer Segmentation, Sentiment Analysis",Data Scientist
